ContentDatabase,FeatureId,FeatureTitle,InputWebPartFile,InputWebPartType,PageType,PageUrl,SiteCollection,SolutionName,Source,StorageKey,UpgradeStatus,UserID,WebApplication,WebPartAssembly,WebPartClass,WebPartId,WebPartTitle,WebPartType,WebPartTypeFullName,WebUrl,ZoneID,ZoneIndex
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",NonFTC Page,Pages/home.aspx,https://intranet.poc.com/sites/TestContosoPublishingSite,contoso.intranet.wsp,WebParts.CSV,aca0ddb2-4a0d-4927-adf9-60af18a4a4e4,N/A,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,g_9079b90e_6642_42fc_9c0d_2fcc3abcf370,N/A,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/TestContosoPublishingSite/asdfasdf,wpz,1
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",NonFTC Page,Pages/TestWebPartIssue/TestingPageRelativeUrl.aspx,https://intranet.poc.com/sites/TestContosoPublishingSite,contoso.intranet.wsp,WebParts.CSV,6bf1e630-ee9c-4a8d-9fd0-58f5e100d940,N/A,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,N/A,N/A,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/TestContosoPublishingSite,TopColumnZone,0
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",NonFTC Page,Pages/CheckWebPart.aspx,https://intranet.poc.com/sites/Publishing,ftcvisualwebpart.wsp,WebParts.CSV,4225bb0f-361c-4605-83d1-56511b486b64,N/A,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,g_b1f6c42e_9fbe_4f60_8515_be5b217eca1f,N/A,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,wpz,4
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",NonFTC Page,Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,ftcvisualwebpart.wsp,WebParts.CSV,6e4e451d-8dc0-4ace-85bb-e01ad8583f53,N/A,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,N/A,N/A,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,CenterLeftColumn,0
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",NonFTC Page,Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,ftcvisualwebpart.wsp,WebParts.CSV,6e4e451d-8dc0-4ace-85bb-e01ad8583f53,N/A,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,N/A,N/A,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,LeftColumn,0
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",NonFTC Page,Pages/WPTesting.aspx,https://intranet.poc.com/sites/Publishing,ftcvisualwebpart.wsp,WebParts.CSV,9f185751-9140-4b76-a05a-5d952a53666c,N/A,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,N/A,N/A,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,LeftColumn,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,Pages/CheckWebPart.aspx,https://intranet.poc.com/sites/Publishing,pmtcustomwebparttestone.wsp,WebParts.CSV,02f01c3f-3409-45e7-8a03-621299934907,False,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,g_da1c37dc_b046_4a2c_b07c_e0bf51d17d8b,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,wpz,8
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,SitePages/MyPersonalizedPage.aspx,https://intranet.poc.com/sites/DiscoveryTool,pmtcustomwebparttestone.wsp,WebParts.CSV,eb35edb9-92ae-45a1-80f7-0801f295d580,False,17,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,N/A,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/DiscoveryTool,LeftColumn,1
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,SitePages/MyPersonalizedPage.aspx,https://intranet.poc.com/sites/DiscoveryTool,pmtcustomwebparttestone.wsp,WebParts.CSV,d0696865-4f88-4950-9208-c9239db90736,False,17,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,N/A,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/DiscoveryTool,LeftColumn,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,pmtcustomwebparttestone.wsp,WebParts.CSV,cf360c0a-a17a-4140-831f-b1a6325b6f72,False,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,N/A,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,Header,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,pmtcustomwebparttestone.wsp,WebParts.CSV,46fed243-445a-4a4b-923e-de77d9ac78dd,False,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,N/A,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,RightColumn,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,pmtcustomwebparttestone.wsp,WebParts.CSV,cf360c0a-a17a-4140-831f-b1a6325b6f72,False,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,N/A,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,TopRow,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,SitePages/WebPartTrial.aspx,https://intranet.poc.com/sites/DiscoveryTool,pmtcustomwebparttestone.wsp,WebParts.CSV,eef5c064-c968-43db-98e8-12176b5cf74d,False,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,g_ff57a457_ddc2_44f5_ad80_cc644be336d3,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/DiscoveryTool,wpz,1
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,SitePages/WPTest.aspx,https://intranet.poc.com/sites/dd,pmtcustomwebparttestone.wsp,WebParts.CSV,3c616efb-d8be-4274-99a6-5536c26d4f16,False,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,g_6dfce8d1_69e8_4d0f_a526_5939896bfdb7,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/dd,wpz,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",NonFTC Page,Pages/WPTesting.aspx,https://intranet.poc.com/sites/Publishing,pmtcustomwebparttestone.wsp,WebParts.CSV,7457c52c-c2a8-4c84-bf5f-b2bd6d8a8ba4,False,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,N/A,N/A,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,Header,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",NonFTC Page,Pages/CheckWebPart.aspx,https://intranet.poc.com/sites/Publishing,pmtwebparttesttwo.wsp,WebParts.CSV,6b61dac6-51e8-486f-9441-0acbfe35c351,N/A,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,g_cfe53ccf_1917_4c5d_90d9_1ce4612f09f8,N/A,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/Publishing,wpz,6
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",FTC Page,SitePages/CustomSite.aspx,https://intranet.poc.com/sites/dd,pmtwebparttesttwo.wsp,WebParts.CSV,69633772-8524-48b0-b9dc-63bdae210dee,N/A,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,g_0399cdab_305b_4612_8e3d_9aa8cb94dfc9,N/A,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/dd,wpz,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",NonFTC Page,SitePages/MyPersonalizedPage.aspx,https://intranet.poc.com/sites/DiscoveryTool,pmtwebparttesttwo.wsp,WebParts.CSV,ceafff8d-1b71-4315-9b86-14218f0c2e78,N/A,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,N/A,N/A,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/DiscoveryTool,RightColumn,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",NonFTC Page,Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,pmtwebparttesttwo.wsp,WebParts.CSV,d3a6c636-8459-4407-8c25-1bcb9b257540,N/A,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,N/A,N/A,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/Publishing,LeftColumn,0
