Assembly,Class,ContentDatabase,EventName,EventReceiver_ListTitle,EventReceiver_Type,EventReceiverId,HostId,HostType,ListCreatedDate,ListDeleteTransactionId,Orphan_NonOrphan,Scope,SiteCollection,SolutionName,Source,UpgradeStatus,WebApplication,WebUrl
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemAdding,Device Channels,ItemAdding,e01832d9-f671-4009-9df9-c372a6170896,61f347cf-af8d-43e8-a371-5f7c1d6e2c01,2,10/21/2014 4:31:22 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemAdding,Variation Labels,ItemAdding,3ca908c2-282a-45cc-906b-c8bf8aeb9480,24d94197-38f6-4b36-8180-bdb6581c77b4,2,10/21/2014 4:30:42 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemAdding,Translation Status,ItemAdding,7010e40a-49de-44ee-8423-cadac19d68b1,a97fd3d4-84d6-47af-b7b0-71b6ada31114,2,10/20/2014 9:23:39 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemAdding,Reusable Content,ItemAdding,2478a41a-dd70-419b-9d76-d42876a4ddbf,6d4ef9d6-5c4c-4f47-bff1-ae6160d2a40f,2,10/20/2014 9:23:00 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemAdding,Relationships List,ItemAdding,dac1a96c-5498-4db2-8902-dff91ad9bef9,afc6392a-8769-4946-8276-ad8be0d93851,2,10/20/2014 9:22:59 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemAdding,Notification List,ItemAdding,1bc745b1-140c-4e6f-ba2c-ee6e5e5a7acb,1e2c58f9-1e95-41c8-8fee-0800e2c9aa6c,2,10/21/2014 4:30:40 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemAdding,Cache Profiles,ItemAdding,bf64cb7c-a021-4600-8ab2-f8ea8b528047,4c15b69e-6aaf-4df9-aefa-8f85f60b25d6,2,10/20/2014 9:22:54 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Device Channels,ItemUpdated,9d357431-93fe-46be-8ecc-059dc521ea57,111bd37b-9505-4803-9289-3888dbb42a44,2,10/20/2014 9:23:27 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Suggested Content Browser Locations,ItemUpdated,733cd6ab-b6ef-4404-99bc-115d5dd1c994,68cc0465-f1b9-4daa-b5db-f86965ad6c88,2,10/20/2014 9:22:57 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Content and Structure Reports,ItemUpdated,97aae332-4203-4482-9206-2489cfa379d4,3741ae80-6b21-48ef-9782-d540f94496c1,2,10/21/2014 4:30:40 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Notification List,ItemUpdated,bdce7101-25d2-42b1-bf5d-24d3da90d665,1520e59e-ba6f-4468-9dc9-dc72d2a408f8,2,10/20/2014 9:22:58 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,TaxonomyHiddenList,ItemUpdated,ed9a72ab-1791-4384-82ca-2f2df74413bd,0346291b-26ea-4a95-bc93-345daf8b6b88,2,10/21/2014 4:30:47 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Content type publishing error log,ItemUpdated,ad235a5e-6ce9-4c73-9131-42ceb386ed3c,c8e40b18-b7c7-4563-9d49-8f8d64b25640,2,10/20/2014 9:23:05 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Relationships List,ItemUpdated,96db52f4-5d76-4eea-88a6-582efb8d7b1f,62dc154d-e614-423b-a906-a0b02ed90be0,2,10/21/2014 4:30:41 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Content and Structure Reports,ItemUpdated,0eed0984-192b-4a4d-8ccd-61b26e1662a7,5b0cabc2-2897-4bec-90f7-5805fa0927d5,2,10/20/2014 9:22:59 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Device Channels,ItemUpdated,c38ce08a-bfb0-43b7-b959-70c1a61e9863,61f347cf-af8d-43e8-a371-5f7c1d6e2c01,2,10/21/2014 4:31:22 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Cache Profiles,ItemUpdated,06451d57-5d80-4ba2-bf76-81b7b84426a0,61051ec7-728c-4ed2-a920-3da0d8596bd1,2,10/21/2014 4:30:33 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Long Running Operation Status,ItemUpdated,e33ec424-f501-44bf-b7ef-82a09abe988b,5052fc5d-103c-42b1-8727-582f57c24b73,2,10/21/2014 4:30:40 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Variation Labels,ItemUpdated,bc20c9be-2653-40f1-8c07-899e69b4b936,24d94197-38f6-4b36-8180-bdb6581c77b4,2,10/21/2014 4:30:42 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Reusable Content,ItemUpdated,a7981bfb-d581-46b9-9b25-9f81d561f06e,0eec8d81-2b23-48a1-bcca-7cf0515165be,2,10/21/2014 4:30:42 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Translation Status,ItemUpdated,b8fa3cb3-b060-4908-ad00-bd4379d2d7ad,a97fd3d4-84d6-47af-b7b0-71b6ada31114,2,10/20/2014 9:23:39 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,TaxonomyHiddenList,ItemUpdated,1aec8082-22b6-4ed4-bec5-c1135306f91b,b761ce5e-af5d-4a42-9751-551909dbaad8,2,10/20/2014 9:23:04 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Variation Labels,ItemUpdated,03cea8dc-0108-4963-a51b-c31c564b6de6,91e6354f-0b63-481c-b4b6-ba23043227d9,2,10/20/2014 9:23:00 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Relationships List,ItemUpdated,b3295b56-e571-43c2-a6e5-c8a45e0922d2,afc6392a-8769-4946-8276-ad8be0d93851,2,10/20/2014 9:22:59 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Quick Deploy Items,ItemUpdated,a51b616b-8615-4880-b857-c9ed9a3a0192,085a9f45-c0e1-4729-b849-9b7364e49889,2,10/20/2014 9:22:56 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Content type publishing error log,ItemUpdated,d474359f-757a-4af2-b1be-ca25fc37870d,ffa1a9c7-51d2-41f3-b97b-80f42513d72a,2,10/21/2014 4:30:49 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Translation Status,ItemUpdated,39ae018f-0117-47d2-baf9-cfe8b0a0b276,732b7115-d373-4d7f-9eeb-200f848994ab,2,10/21/2014 4:31:33 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Notification List,ItemUpdated,5ed6e48c-3983-41c7-9651-de3c4ca98a68,1e2c58f9-1e95-41c8-8fee-0800e2c9aa6c,2,10/21/2014 4:30:40 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Quick Deploy Items,ItemUpdated,a798b111-64a7-44cd-a639-f23e1d75b4d5,396557ae-e219-4155-9cd1-f649f01d987d,2,10/21/2014 4:30:36 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Reusable Content,ItemUpdated,3d92654d-fd02-406e-83a9-f2c672d3a3d0,6d4ef9d6-5c4c-4f47-bff1-ae6160d2a40f,2,10/20/2014 9:23:00 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Long Running Operation Status,ItemUpdated,c317834d-371e-49f4-bd8c-f49cfa9f64f7,965e833f-0d62-413a-8c89-efe9326d1226,2,10/20/2014 9:22:58 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/testPublishing,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,Portal_Content_01,TestEventRecveiver1ItemUpdated,Suggested Content Browser Locations,ItemUpdated,7f7dc15b-b835-4e88-b738-f5789ba9e157,81fd8c05-8492-4049-9510-60ea6f5bca73,2,10/21/2014 4:30:39 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/PocContosoTeamSite,contoso.contenttype.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
"ERCT, Version=1.0.0.0, Culture=neutral, PublicKeyToken=6541e949b4f15fdf",ERCT.CTER2,Portal_Content_01,ItemAdding,TestListCTER1,ItemAdding,49814d76-c561-4fc9-8e7b-2966f9f1ed15,85abe30a-0bfa-43ee-b8df-76897a48d217,2,9/13/2016 8:38:03 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,erct.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"ERCT, Version=1.0.0.0, Culture=neutral, PublicKeyToken=6541e949b4f15fdf",ERCT.CTER2,Portal_Content_01,ItemAdding,TestListCTER1,ItemAdding,c6363631-2d8c-4982-a9cb-6a58e59611f5,85abe30a-0bfa-43ee-b8df-76897a48d217,2,9/13/2016 8:38:03 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,erct.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"ERCT, Version=1.0.0.0, Culture=neutral, PublicKeyToken=6541e949b4f15fdf",ERCT.CTER2,Portal_Content_01,ItemAdding,TestList,ItemAdding,964bad3a-776b-4add-9f9f-f03a0f08d503,391c2164-4401-4262-84ab-a35b0c353931,2,2/24/2016 9:20:43 AM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,erct.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
"PlanetCTWithER, Version=1.0.0.0, Culture=neutral, PublicKeyToken=d1bbf3811442b3ca",PlanetCTWithER.PlanetReceiver,Portal_Content_01,ItemAdding,CustomList2,ItemAdding,dadbc5ae-b378-458e-81a4-145ed07cdc81,b0da84a2-f63b-4a48-a2e4-641a19e91b51,2,6/20/2016 1:12:48 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/rajdev,planetctwither.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/rajdev
"SampleCTEREnv, Version=1.0.0.0, Culture=neutral, PublicKeyToken=7374da7122f83773",SampleCTEREnv.SampleCTERReceiver,Portal_Content_01,ItemAdding,List3,ItemAdding,42550794-8cb2-41cf-bd5a-b05075b9f32a,184aaf39-de2d-4a57-98b0-1e24ff83526e,2,9/30/2016 12:33:52 PM,0x,Non-Orphan,List,https://intranet.poc.com/sites/DiscoveryTool,samplecterenv.wsp,EventReceivers.csv,N/A,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
