FeatureID,FeatureName,Name,Type,ListTemplateId,ListURL,Assembly,Class,SolutionName
D06ECF20-81B5-4964-A182-F2B2DCD14573,"$Resources:FeatureName",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.PublishingSiteConfiguration,aviva.oneintranet.solution.web.wsp
573CF8FF-95EC-4166-BDB6-CE4A6859EA88,"Reset Aviva Page Layouts Feature",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.ResetAvivaPageLayouts,aviva.oneintranet.solution.web.wsp
7D93598C-1D8C-4275-9607-965ED76FCFE3,"Aviva SharePrice DataReceiver TimerJob",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.SharePriceFeatureReceiver,aviva.oneintranet.solution.web.wsp
04C66A75-AA28-4067-932D-AFEF67196D39,"$Resources:FeatureName",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.SiteSettings,aviva.oneintranet.solution.web.wsp
828A6EDD-0AE3-415e-B4DC-C315635FE74D,"$Resources:FeatureName",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.SwapMaster,aviva.oneintranet.solution.web.wsp
311BB1E2-9E8C-485d-B869-84451380259F,"$Resources:FeatureName",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.ToolsResourcesConfigurationEventReceiver,aviva.oneintranet.solution.web.wsp
57DD0C0F-7506-4566-AED0-629764F9B9F4,"Aviva Update MasterPage",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.UpdateMasterPageFeature,aviva.oneintranet.solution.web.wsp
06d77b33-76b2-4a14-bef4-3e4b4203d88e,"$Resources:FeatureName",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.SharePoint.Features.VariationSearchEventReceiver,aviva.oneintranet.solution.web.wsp
BBA20869-D4A8-4bf4-9628-1F09FA9B5F00,"Aviva OneIntranet : Web.Config Modifications",N/A,N/A,N/A,N/A,"Aviva.OneIntranet.SharePoint.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9f4da00116c38ec5",Aviva.OneIntranet.FeatureReceivers.WebConfigModifications,aviva.oneintranet.solution.web.wsp
4b7028f1-999d-458c-a551-e680c2d2a540,"ContentTypeEventReceiver Feature1",CTEventReceiverItemAdding,ItemAdding,105,,"ContentTypeEventReceiver, Version=1.0.0.0, Culture=neutral, PublicKeyToken=a3a25457ac27f3c3",ContentTypeEventReceiver.CTEventReceiver.CTEventReceiver,contenttypeeventreceiver.wsp
ac1d0639-b16c-46d8-beb9-e1c3645af5ae,"Contoso.EventReceiver",TestEventRecveiver1ItemAdding,ItemAdding,100,,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,contoso.contenttype.wsp
ac1d0639-b16c-46d8-beb9-e1c3645af5ae,"Contoso.EventReceiver",TestEventRecveiver1ItemUpdated,ItemUpdated,100,,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,contoso.contenttype.wsp
c2f9c992-99b0-4ee7-8e48-5d9949e77d3d,"Contoso.Intranet - Web Default",N/A,N/A,N/A,N/A,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.Features.WebDefault.WebDefaultEventReceiver,contoso.intranet.wsp
8b664241-21e9-44ce-bcae-e772fcb4ccb5,"EvalEventReceiverFeature",EvalEvtRcvr,ItemAdding,105,,"CTEventeReceiver, Version=1.0.0.0, Culture=neutral, PublicKeyToken=14e24a0067e90ad9",EvalEventReceiver.EvalEvtRcvr.EvalEvtRcvr,cteventereceiver.wsp
4a066dc6-1bee-4a07-bb13-46781558d994,"CustomEventReceiverOne itemAddedER",CustomItemEventReceiverItemAdded,ItemAdded,100,,"CustomEventReceiverOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=45e927f1c5c1b877",CustomEventReceiverOne.CustomItemEventReceiver.CustomItemEventReceiver,customeventreceiverone.wsp
2eb75b1e-e869-4664-9f0b-4088cc2f7a3b,"CustomEventReceivers Feature1",MyCustomEventReceiversItemDeleting,ItemDeleting,100,,"CustomEventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=ec71488dbe30bb74",CustomEventReceivers.MyCustomEventReceivers.MyCustomEventReceivers,customeventreceivers.wsp
2eb75b1e-e869-4664-9f0b-4088cc2f7a3b,"CustomEventReceivers Feature1",MyCustomEventReceiversItemAdded,ItemAdded,100,,"CustomEventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=ec71488dbe30bb74",CustomEventReceivers.MyCustomEventReceivers.MyCustomEventReceivers,customeventreceivers.wsp
2eb75b1e-e869-4664-9f0b-4088cc2f7a3b,"CustomEventReceivers Feature1",MyCustomEventReceiversItemUpdated,ItemUpdated,100,,"CustomEventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=ec71488dbe30bb74",CustomEventReceivers.MyCustomEventReceivers.MyCustomEventReceivers,customeventreceivers.wsp
728cd1d5-c22f-4060-984d-d38207152c68,"CustomEventReceiverThree Feature1",CustomER3FieldAdded,FieldAdded,0,,"CustomEventReceiverThree, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c858d0ef5fc2ae2a",CustomEventReceiverThree.CustomER3,customeventreceiverthree.wsp
728cd1d5-c22f-4060-984d-d38207152c68,"CustomEventReceiverThree Feature1",CustomER3ListDeleting,ListDeleting,0,,"CustomEventReceiverThree, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c858d0ef5fc2ae2a",CustomEventReceiverThree.CustomER3,customeventreceiverthree.wsp
45cb9840-705f-410d-acd0-fe1e53b60e81,"CustomEventReceiverTwo Feature1",CustomIERItemDeletingItemDeleting,ItemDeleting,100,,"CustomEventReceiverTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=3984d11ff539b921",CustomEventReceiverTwo.CustomIERItemDeleting.CustomIERItemDeleting,customeventreceivertwo.wsp
64558355-a970-4e48-8a2c-849417be0dfc,"CustomVSItemUpdate Feature1",N/A,N/A,N/A,N/A,"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.SPWorkflowPackageFeatureReceiver,customvsitemupdate.wsp
77edeaba-6d47-11dc-8314-0800200c9a66,"Useful Sharepoint Designer Activities 0.5.0 Alpha",N/A,N/A,N/A,N/A,"DP.Sharepoint.Workflow, Version=1.0.0.0, Culture=neutral, PublicKeyToken=0298457208daed83",DP.Sharepoint.Workflow.Install.SPDActivityReciever,dp.sharepoint.workflow.wsp
9aef7e5d-98a3-4099-9c2d-32c427ffe79a,"ERItemAddedIntoOtherList Feature1",AddItemIntoOtherListItemAdded,ItemAdded,0,Lists/ListOne,"ERItemAddedIntoOtherList, Version=1.0.0.0, Culture=neutral, PublicKeyToken=3feb6256d604d4ed",ERItemAddedIntoOtherList.AddItemIntoOtherList.AddItemIntoOtherList,eritemaddedintootherlist.wsp
9c47a716-9de7-42b7-a6c4-18310575c4c6,"EventReceivers - Site Collection Feature",SPSiteEventReceiversSiteDeleting,SiteDeleting,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.SPSiteEventReceivers.SPSiteEventReceivers,eventreceivers.wsp
9c47a716-9de7-42b7-a6c4-18310575c4c6,"EventReceivers - Site Collection Feature",SPSiteEventReceiversSiteDeleted,SiteDeleted,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.SPSiteEventReceivers.SPSiteEventReceivers,eventreceivers.wsp
9c47a716-9de7-42b7-a6c4-18310575c4c6,"EventReceivers - Site Collection Feature",SiteCollectionScopedSPWebEventReceiversWebDeleting,WebDeleting,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.SiteCollectionScopedSPWebEventReceivers.SiteCollectionScopedSPWebEventReceivers,eventreceivers.wsp
9c47a716-9de7-42b7-a6c4-18310575c4c6,"EventReceivers - Site Collection Feature",SiteCollectionScopedSPWebEventReceiversWebMoving,WebMoving,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.SiteCollectionScopedSPWebEventReceivers.SiteCollectionScopedSPWebEventReceivers,eventreceivers.wsp
9c47a716-9de7-42b7-a6c4-18310575c4c6,"EventReceivers - Site Collection Feature",SiteCollectionScopedSPWebEventReceiversWebAdding,WebAdding,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.SiteCollectionScopedSPWebEventReceivers.SiteCollectionScopedSPWebEventReceivers,eventreceivers.wsp
0ab5eb3c-e3cc-423d-854d-10e5401c8226,"EventReceivers - Subsite feature",IndividualSubSiteSPWebEventReceiversWebDeleted,WebDeleted,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.IndividualSubSiteSPWebEventReceivers.IndividualSubSiteSPWebEventReceivers,eventreceivers.wsp
0ab5eb3c-e3cc-423d-854d-10e5401c8226,"EventReceivers - Subsite feature",IndividualSubSiteSPWebEventReceiversWebMoved,WebMoved,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.IndividualSubSiteSPWebEventReceivers.IndividualSubSiteSPWebEventReceivers,eventreceivers.wsp
0ab5eb3c-e3cc-423d-854d-10e5401c8226,"EventReceivers - Subsite feature",IndividualSubSiteSPWebEventReceiversWebProvisioned,WebProvisioned,0,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.IndividualSubSiteSPWebEventReceivers.IndividualSubSiteSPWebEventReceivers,eventreceivers.wsp
0ab5eb3c-e3cc-423d-854d-10e5401c8226,"EventReceivers - Subsite feature",IndividualListEventReceiverItemAdded,ItemAdded,0,Lists/Test Events List,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.IndividualListEventReceiver.IndividualListEventReceiver,eventreceivers.wsp
0ab5eb3c-e3cc-423d-854d-10e5401c8226,"EventReceivers - Subsite feature",ListTemplateEventReceiverItemAdded,ItemAdded,104,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.ListTemplateEventReceiver.ListTemplateEventReceiver,eventreceivers.wsp
0ab5eb3c-e3cc-423d-854d-10e5401c8226,"EventReceivers - Subsite feature",WorkflowEventReceiversWorkflowStarting,WorkflowStarting,103,,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.WorkflowEventReceivers.WorkflowEventReceivers,eventreceivers.wsp
0ab5eb3c-e3cc-423d-854d-10e5401c8226,"EventReceivers - Subsite feature",WorkflowEventReceiversWorkflowCompleted,WorkflowCompleted,0,Lists/Links,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.WorkflowEventReceivers.WorkflowEventReceivers,eventreceivers.wsp
86256679-456a-42da-8b89-587adb129afe,"EventReceivers - Programmatic Associator",N/A,N/A,N/A,N/A,"EventReceivers, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f3155a6cff2154bb",EventReceivers.Features.EventReceiverAssociator.EventReceiverAssociatorEventReceiver,eventreceivers.wsp
05858f38-a897-4e80-92fc-88eedfaf0d8d,"FeatureReceiver Feature1",N/A,N/A,N/A,N/A,"FeatureReceiver, Version=1.0.0.0, Culture=neutral, PublicKeyToken=eb66729aa615f4c2",FeatureReceiver.Features.Feature1.Feature1EventReceiver,featurereceiver.wsp
0934955f-d333-5f57-6a62-d7bebdd3ee7a,"EmpRegForm",N/A,N/A,N/A,N/A,"Microsoft.Office.InfoPath.Server, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.InfoPath.Server.Administration.XsnFeatureReceiver,form-empregform.wsp
e6322a72-797c-4cd3-bb91-987dc9b3ff1e,"FTCCustomListER Feature1",ListItemAddedDeletingItemDeleting,ItemDeleting,3100,,"FTCCustomListER, Version=1.0.0.0, Culture=neutral, PublicKeyToken=ae04a99fbf897b10",FTCCustomListER.ListItemAddedDeleting.ListItemAddedDeleting,ftccustomlister.wsp
e6322a72-797c-4cd3-bb91-987dc9b3ff1e,"FTCCustomListER Feature1",ListItemAddedDeletingItemAdded,ItemAdded,3100,,"FTCCustomListER, Version=1.0.0.0, Culture=neutral, PublicKeyToken=ae04a99fbf897b10",FTCCustomListER.ListItemAddedDeleting.ListItemAddedDeleting,ftccustomlister.wsp
ad1e0c96-2b90-4ab8-8acd-98e3075a0c23,"FTCDocumentSet Feature1",N/A,N/A,N/A,N/A,"FTCDocumentSet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c23b687a1dac3e32",FTCDocumentSet.Features.Feature1.Feature1EventReceiver,ftcdocumentset.wsp
375e707b-93c4-4e84-be6a-fcd4f8744cbb,"FTCListItemER Feature1",CustomListItemAddedDeletingERItemDeleting,ItemDeleting,0,Lists/customlisttwo,"FTCListItemER, Version=1.0.0.0, Culture=neutral, PublicKeyToken=93e9e550ad38f6a8",FTCListItemER.CustomListItemAddedDeletingER.CustomListItemAddedDeletingER,ftclistitemer.wsp
375e707b-93c4-4e84-be6a-fcd4f8744cbb,"FTCListItemER Feature1",CustomListItemAddedDeletingERItemAdded,ItemAdded,0,Lists/customlisttwo,"FTCListItemER, Version=1.0.0.0, Culture=neutral, PublicKeyToken=93e9e550ad38f6a8",FTCListItemER.CustomListItemAddedDeletingER.CustomListItemAddedDeletingER,ftclistitemer.wsp
6f33e1fa-723b-4771-9e18-fa0470803735,"ItemCTEventReceiver Feature1",TestEventReceiverItemAdding,ItemAdding,105,,"ItemCTEventReceiver, Version=1.0.0.0, Culture=neutral, PublicKeyToken=b0e2565c80474f3c",ItemCTEventReceiver.TestEventReceiver.TestEventReceiver,itemcteventreceiver.wsp
fdfeeaf7-db7e-4073-9578-18ce8eda5c72,"KWizCom Features Administration",N/A,N/A,N/A,N/A,"KWizCom.SharePoint.Foundation, Version=13.3.0.0, Culture=neutral, PublicKeyToken=30fb4ddbec95ff8f",KWizCom.SharePoint.Utilities.LicensingStatusTimerJobInstaller,kwizcom sharepoint foundation 2013 v13.3.77.wsp
b7654b2f-3c38-437f-afde-c981bb7e5f20,"$Resources:NewsGatorWSS,NewsGatorSocialWebPartsFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.NewsGator.Social.WebParts.NewsGatorSocialEventReceiver,newsgator.core.wsp
b1f0af18-53c2-4875-9f53-26f1637ff828,"$Resources:NewsGatorWSS,NewsGatorNewsFeedIntegrationFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.NewsGator.NewsfeedIntegration.NewsGatorEventReceiver,newsgator.core.wsp
c5d7418c-a196-4ee7-8024-576607726854,"$Resources:NewsGatorWSS,FeatureTitle_Columns;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.NewsGator.Columns.NewsGatorEventReceiver,newsgator.core.wsp
fd52fa6e-27bc-4a12-817f-f5f00231215b,"$Resources:NewsGatorWSS,RatingsFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.Ratings.RatingsEventReceiver,newsgator.core.wsp
fb12eda7-b288-4faf-8b9c-20f3ed4f91e8,"$Resources:NewsGatorWSS,KeywordsFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.Keywords.KeywordsEventReceiver,newsgator.core.wsp
3732f402-de0e-4cfa-91d3-055dec3cb94e,"Tag Note Column HIDDEN",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.TagNoteColumn.TagNoteColumnEventReceiver,newsgator.core.wsp
50742a89-6bff-41f8-9a7f-201c2115ea40,"$Resources:NewsGatorWSS,BlogGhostWriterFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.NewsGator.Blog.GhostWriter.NewsGatorBlogEventReceiver,newsgator.core.wsp
e5881af9-4846-4f49-be1c-320dba619c7b,"$Resources:NewsGatorWSS,ActivityInstallerFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.SocialActivityInstaller.SocialActivityInstallerEventReceiver,newsgator.core.wsp
0987c14c-98b7-47c7-b7c7-a2969d322788,"$Resources:NewsGatorWSS,NewsGatorSocialInstallerFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.SocialInstaller.SocialInstallerEventReceiver,newsgator.core.wsp
67251da4-be65-46bd-9e62-08aed3068425,"$Resources:NewsGatorWSS,MySiteLookoutFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.NewsGator.MySite.Lookout.NewsGatorMySiteEventReceiver,newsgator.core.wsp
e953b8f2-23f5-46ae-9054-e7f634f3732b,"$Resources:NewsGatorWSS,FeatureTitle_MySiteFixer;",N/A,N/A,N/A,N/A,"NewsGator.Social.Web, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Social.Web.Features.MySiteReceiver,newsgator.core.wsp
ff162387-0ca2-4807-864a-fde094df27d7,"$Resources:NewsGatorWSS,CustomStylesAndScriptsFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.AdditionalPageHead_CustomStylesAndScripts.AdditionalPageHead_CustomStylesAndScriptsEventReceiver,newsgator.core.wsp
5ed9392e-5c44-4cd1-9e8b-4927b3bd36c1,"$Resources:NewsGatorWSS,Lookout360FarmFeatureTitle;",N/A,N/A,N/A,N/A,"NewsGator.Core, Version=1.0.0.0, Culture=neutral, PublicKeyToken=83f4a735be5c41e6",NewsGator.Core.Features.AdditionalPageHead_Lookout360.AdditionalPageHead_Lookout360EventReceiver,newsgator.core.wsp
EB657559-BE37-4b91-A369-1C201183C779,"$Resources:NWResource,WebPartFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.Features.WebPartsFeatureEventHandler,nintexworkflow2013.wsp
9BF7BF98-5660-498a-9399-BC656A61ED5D,"$Resources:NWWebResource,TeamSiteFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.Features.TeamSiteFeatureEventHandler,nintexworkflow2013.wsp
80BF3218-7353-11DF-AF9F-058BDFD72085,"$Resources:NWResource,InfoPathFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.Features.InfoPathFeatureEventHandler,nintexworkflow2013.wsp
86C83D16-605D-41b4-BFDD-C75947899AC7,"Nintex Workflow Content Type Upgrade",N/A,N/A,N/A,N/A,"Nintex.Workflow.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.Features.ContentTypeUpgradeFeatureEventHandler,nintexworkflow2013.wsp
F7937973-0CF9-4f2d-A549-BE2D3C25B772,"$Resources:NWAdminResource,AdminFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.Features.AdminFeatureEventHandler,nintexworkflow2013.wsp
0561D315-D5DB-4736-929E-26DA142812C5,"$Resources:NWResource,SiteCollectionFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.Features, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.Features.SiteCollectionFeatureEventHandler,nintexworkflow2013.wsp
EB657559-BE37-4b91-A369-1C201183C779,"$Resources:NWResource,WebPartFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.FeaturesV14, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.FeaturesV14.WebPartsFeatureEventHandler,nintexworkflow2013backwardscompatibilityui.wsp
9BF7BF98-5660-498a-9399-BC656A61ED5D,"$Resources:NWWebResource,TeamSiteFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.FeaturesV14, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.FeaturesV14.TeamSiteFeatureEventHandler,nintexworkflow2013backwardscompatibilityui.wsp
80BF3218-7353-11DF-AF9F-058BDFD72085,"$Resources:NWResource,InfoPathFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.FeaturesV14, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.FeaturesV14.InfoPathFeatureEventHandler,nintexworkflow2013backwardscompatibilityui.wsp
86C83D16-605D-41b4-BFDD-C75947899AC7,"Nintex Workflow Content Type Upgrade",N/A,N/A,N/A,N/A,"Nintex.Workflow.FeaturesV14, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.FeaturesV14.ContentTypeUpgradeFeatureEventHandler,nintexworkflow2013backwardscompatibilityui.wsp
F7937973-0CF9-4f2d-A549-BE2D3C25B772,"$Resources:NWAdminResource,AdminFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.FeaturesV14, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.FeaturesV14.AdminFeatureEventHandler,nintexworkflow2013backwardscompatibilityui.wsp
0561D315-D5DB-4736-929E-26DA142812C5,"$Resources:NWResource,SiteCollectionFeature_Title;",N/A,N/A,N/A,N/A,"Nintex.Workflow.FeaturesV14, Version=1.0.0.0, Culture=neutral, PublicKeyToken=913f6bae0ca5ae12",Nintex.Workflow.FeaturesV14.SiteCollectionFeatureEventHandler,nintexworkflow2013backwardscompatibilityui.wsp
