Assembly,Class,ContentDatabase,EventName,EventReceiver_ListBaseTemplate,EventReceiver_ListTitle,EventReceiver_Type,EventReceiverId,HostId,HostType,ListCreatedDate,ListDeleteTransactionId,Orphan_NonOrphan,Scope,SiteCollection,SiteCollectionOwner,SolutionId,SolutionName,WebApplication,WebUrl
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.ContentWebChangeEventReceiver,PPE_AppsManagementSite_content_01,,N/A,N/A,SiteDeleted,e701416f-9058-418e-a3d3-7a08660b27c8,2746f226-d908-4bec-8a5e-d9be53630bf4,1,N/A,N/A,Non-Orphan,Site,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.ContentWebChangeEventReceiver,PPE_AppsManagementSite_content_01,,N/A,N/A,WebDeleted,21c6518b-4150-4874-bfd6-f82c43a5f854,2746f226-d908-4bec-8a5e-d9be53630bf4,1,N/A,N/A,Non-Orphan,Site,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.WorkflowDefinitionStorageEventReceiver,PPE_AppsManagementSite_content_01,WorkflowServiceDefinition Added,4501,wfsvc,ItemAdded,172388c6-0f59-4b6d-9858-edf0903fdecc,e405f161-ce33-4fe1-81f4-9c261bd79410,2,4/29/2016 6:43:22 AM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.WorkflowDefinitionStorageEventReceiver,PPE_AppsManagementSite_content_01,WorkflowServiceDefinition Deleting,4501,wfsvc,ItemDeleting,d79e825a-8efe-48a9-a5e2-0421d10088fc,e405f161-ce33-4fe1-81f4-9c261bd79410,2,4/29/2016 6:43:22 AM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.WorkflowDefinitionStorageEventReceiver,PPE_AppsManagementSite_content_01,WorkflowServiceDefinition Updated,4501,wfsvc,ItemUpdated,b8ac39b6-bb76-4ef7-bbbf-10648df1e283,e405f161-ce33-4fe1-81f4-9c261bd79410,2,4/29/2016 6:43:22 AM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.WorkflowDefinitionStorageEventReceiver,PPE_AppsManagementSite_content_01,WorkflowServiceDefinition Updating,4501,wfsvc,ItemUpdating,8090a1e7-7a54-4cd7-bac6-7600c3426f03,e405f161-ce33-4fe1-81f4-9c261bd79410,2,4/29/2016 6:43:22 AM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.WorkflowSubscriptionStorageEventReceiver,PPE_AppsManagementSite_content_01,WorkflowServiceSubscription Added,4501,wfsvc,ItemAdded,f6b60155-a786-4414-b611-5f094466c67e,e405f161-ce33-4fe1-81f4-9c261bd79410,2,4/29/2016 6:43:22 AM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.WorkflowSubscriptionStorageEventReceiver,PPE_AppsManagementSite_content_01,WorkflowServiceSubscription Deleting,4501,wfsvc,ItemDeleting,d13dc295-4884-43e9-a186-fcde6c9cc59a,e405f161-ce33-4fe1-81f4-9c261bd79410,2,4/29/2016 6:43:22 AM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.SharePoint.WorkflowServices, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.SharePoint.WorkflowServices.WorkflowSubscriptionStorageEventReceiver,PPE_AppsManagementSite_content_01,WorkflowServiceSubscription Updating,4501,wfsvc,ItemUpdating,515c5be6-ff97-41ab-af4f-02ea8a3ab02a,e405f161-ce33-4fe1-81f4-9c261bd79410,2,4/29/2016 6:43:22 AM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.AssetLibraryVideoEventReceiver,PPE_AppsManagementSite_content_01,AssetLibraryVideoEventReceiver,N/A,N/A,ListAdded,df0a104b-9a99-43e7-aa9d-2e376a51d697,a47c4e61-3e2e-4e9b-93f4-50d04ca82b75,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/sites/CTERSandbox,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/CTERSandbox
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.AssetLibraryVideoEventReceiver,PPE_AppsManagementSite_content_01,AssetLibraryVideoEventReceiver,N/A,N/A,ListAdded,b8c50f03-01ee-4899-90a8-5de621930b5f,456f3177-d550-4b5f-829b-497ef437a04e,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.AssetLibraryVideoEventReceiver,PPE_AppsManagementSite_content_01,AssetLibraryVideoEventReceiver,N/A,N/A,ListAdded,92825dca-09ad-4f78-b4b9-6c77526d16a7,e1d9f01b-88cf-4ea7-80b2-0670ba0777f6,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/sites/DeleteSiteCheck,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/DeleteSiteCheck
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.AssetLibraryVideoEventReceiver,PPE_AppsManagementSite_content_01,AssetLibraryVideoEventReceiver,N/A,N/A,ListAdded,5a685b6e-4b53-4cd0-9f5a-70c225fcd5a0,c8d806e3-127a-4ba6-8428-9c1bc579413f,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/WhiteListedSandBoxSolutions,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/WhiteListedSandBoxSolutions
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.AssetLibraryVideoEventReceiver,PPE_AppsManagementSite_content_01,AssetLibraryVideoEventReceiver,N/A,N/A,ListAdded,05049d73-bfaf-4156-aabe-774079bf65cf,9c94e8b7-3458-4b7d-bd05-2fd263866c09,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/sites/DeletSiteTest,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/DeletSiteTest
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.AssetLibraryVideoEventReceiver,PPE_AppsManagementSite_content_01,AssetLibraryVideoEventReceiver,N/A,N/A,ListAdded,db480178-74b5-43a2-a389-c31f1f1ef2f4,475210b9-0eb1-4430-8083-4545923a3cd4,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.AssetLibraryVideoEventReceiver,PPE_AppsManagementSite_content_01,AssetLibraryVideoEventReceiver,N/A,N/A,ListAdded,1be94825-80a3-4da6-b457-e5570b7196b2,e2cfc919-3f29-4244-8a82-a9a6abab4d78,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/sites/MySampleApp,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/MySampleApp
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocSetItemsEventReceiver ItemAdding,851,Site Collection Images,ItemAdding,27fa40da-0ac0-4097-b5d9-9bd1140d98b4,8d7df4ee-2adf-4ffc-a044-ceefa6ebbb62,2,10/9/2014 5:09:27 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocSetItemsEventReceiver ItemAdding,851,Images,ItemAdding,2ad60a78-7b6d-471e-9e57-d91b96b96274,3b395f5d-2ebc-40c8-a7ce-fddbbb4fe59c,2,10/9/2014 5:10:07 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocSetItemsEventReceiver ItemUpdating,851,Site Collection Images,ItemUpdating,079cfcc9-dacd-44e9-91c2-371b9aef0701,8d7df4ee-2adf-4ffc-a044-ceefa6ebbb62,2,10/9/2014 5:09:27 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocSetItemsEventReceiver ItemUpdating,851,Images,ItemUpdating,1a03a8d7-191d-44df-ac2f-6c535c3c4f51,3b395f5d-2ebc-40c8-a7ce-fddbbb4fe59c,2,10/9/2014 5:10:07 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemAdded,851,Images,ItemAdded,58511d27-bfd4-45a4-a0ad-8b1f73c03a96,3b395f5d-2ebc-40c8-a7ce-fddbbb4fe59c,2,10/9/2014 5:10:07 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemAdded,851,Site Collection Images,ItemAdded,40a3f519-c56d-4366-9b86-9f7aa7dd602c,8d7df4ee-2adf-4ffc-a044-ceefa6ebbb62,2,10/9/2014 5:09:27 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemAdding,851,Site Collection Images,ItemAdding,df3426c1-b964-4da4-b236-897fca9055a7,8d7df4ee-2adf-4ffc-a044-ceefa6ebbb62,2,10/9/2014 5:09:27 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemAdding,851,Images,ItemAdding,81bfc49a-bcb5-4d23-94c1-f8130c78fefc,3b395f5d-2ebc-40c8-a7ce-fddbbb4fe59c,2,10/9/2014 5:10:07 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemUpdated,851,Images,ItemUpdated,23adf536-050d-4ced-9603-03228bf62acb,3b395f5d-2ebc-40c8-a7ce-fddbbb4fe59c,2,10/9/2014 5:10:07 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemUpdated,851,Site Collection Images,ItemUpdated,71a752ad-7536-4401-b9d9-e0055c253b8b,8d7df4ee-2adf-4ffc-a044-ceefa6ebbb62,2,10/9/2014 5:09:27 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemUpdating,851,Site Collection Images,ItemUpdating,7fe783d0-effd-48b5-a4b7-0e3f7879130e,8d7df4ee-2adf-4ffc-a044-ceefa6ebbb62,2,10/9/2014 5:09:27 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.DocumentSets.DocumentSetItemsEventReceiver,PPE_AppsManagementSite_content_01,DocumentSet ItemUpdating,851,Images,ItemUpdating,c5743b68-97d5-4cf2-87ba-cb58b8431fa9,3b395f5d-2ebc-40c8-a7ce-fddbbb4fe59c,2,10/9/2014 5:10:07 PM,0x,Non-Orphan,List,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite,N/A,N/A,docsetprovisioning.wsp,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/TestContosoPublishingSite
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.VideoSetEventReceiver,PPE_AppsManagementSite_content_01,VideoSetEventReceiver,N/A,N/A,ItemAdded,f798eb5b-4613-4d80-bdd2-3ab652e5b845,456f3177-d550-4b5f-829b-497ef437a04e,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.VideoSetEventReceiver,PPE_AppsManagementSite_content_01,VideoSetEventReceiver,N/A,N/A,ItemAdded,bc6a3bb2-4f8f-473d-b752-75b43a852e97,e1d9f01b-88cf-4ea7-80b2-0670ba0777f6,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/sites/DeleteSiteCheck,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/sites/DeleteSiteCheck
"Microsoft.Office.DocumentManagement, Version=15.0.0.0, Culture=neutral, PublicKeyToken=71e9bce111e9429c",Microsoft.Office.DocumentManagement.VideoSets.VideoSetEventReceiver,PPE_AppsManagementSite_content_01,VideoSetEventReceiver,N/A,N/A,ItemAdded,f845d6bb-fabc-4a8f-b8a7-9da713db0d8c,c8d806e3-127a-4ba6-8428-9c1bc579413f,0,N/A,N/A,Non-Orphan,Site Collection,http://001d-cam-tap01:8899/WhiteListedSandBoxSolutions,N/A,N/A,N/A,http://001d-cam-tap01:8899/,http://001d-cam-tap01:8899/WhiteListedSandBoxSolutions
