ContentDatabase,ContentTypeDeployedFrom,ContentTypeId,ContentTypeName,CTFeatureIDFromDefinition,EventReceiver_Assembly,EventReceiver_Class,EventReceiver_Id,EventReceiver_Name,EventReceiver_Type,EventReceiverDeployedFrom,ListCreatedDate,ListDeleteTransactionID,ListId,ListTitle,ResourceDir,SiteCollection,SiteCollectionOwner,SolutionId,SolutionName,Source,WebApplication,WebUrl
portal_content_01,N/A,0x0100CFC9FCF7F3C420498D25BCA07CA498A5,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,5427dcdc-35e7-48a8-896b-3bc0aeba1f50,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,5/24/2016 6:14:04 AM,0x,389190a9-dbce-4911-8116-4fed9439c649,TestERCTList1,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,ad235a5e-6ce9-4c73-9131-42ceb386ed3c,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:23:05 PM,0x,c8e40b18-b7c7-4563-9d49-8f8d64b25640,Content type publishing error log,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,4883c240-65cf-4b87-a696-435959656b5a,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:22:59 PM,0x,5b0cabc2-2897-4bec-90f7-5805fa0927d5,Content and Structure Reports,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x0100CFC9FCF7F3C420498D25BCA07CA498A5,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,b7fd83e9-a323-4022-835d-4e9c1717e43f,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,5/24/2016 6:14:04 AM,0x,389190a9-dbce-4911-8116-4fed9439c649,TestERCTList1,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,96db52f4-5d76-4eea-88a6-582efb8d7b1f,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/21/2014 4:30:41 PM,0x,62dc154d-e614-423b-a906-a0b02ed90be0,Relationships List,N/A,https://intranet.poc.com/sites/PocContosoTeamSite,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,042a323d-35ea-4614-81ce-5c1b22095ab1,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:22:56 PM,0x,085a9f45-c0e1-4729-b849-9b7364e49889,Quick Deploy Items,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x010018B87CA0FC45334C899E425218A603F5,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,0b47847a-f20f-4e17-99b4-5fc174513ffc,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,6/6/2016 6:16:29 AM,0x,43f92a97-b373-4003-87ed-d0f3b02bf427,TestList09,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,34037443-ad19-4afb-8fa3-613f7d2de7f6,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:22:58 PM,0x,1520e59e-ba6f-4468-9dc9-dc72d2a408f8,Notification List,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,0eed0984-192b-4a4d-8ccd-61b26e1662a7,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:22:59 PM,0x,5b0cabc2-2897-4bec-90f7-5805fa0927d5,Content and Structure Reports,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x01003EB460A3A64EDC43BF7211AA490C1748,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,7dde7bfe-a23b-46dd-89c2-6222e81e137d,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,6/6/2016 6:13:34 AM,0x,a7317a2c-2160-4896-919e-8d3a5712ab54,TestListForER,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x0100AF2B45D6CD37F14AB463582FA8DEC546,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,d25d62cc-5bd6-4af4-957b-622e394b8f31,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,5/30/2016 8:01:40 AM,0x,3a0fde99-637a-4ee7-919c-f90433191972,ListForTemplate,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool/SubSiteDiscovery
portal_content_01,N/A,0x0100E321C5DA35E5449F9A298CE0D8D600FC00D93BF89C36304203BF89F062F718CBC600CBACFE94DACF2741A3C1A3538374DB12,N/A,N/A,"ERCT, Version=1.0.0.0, Culture=neutral, PublicKeyToken=6541e949b4f15fdf",ERCT.CTER2,c6363631-2d8c-4982-a9cb-6a58e59611f5,ItemAdding,2,6633bed0-6d85-4517-bdae-71c0f556b2e4 | erct.wsp,9/13/2016 8:38:03 AM,0x,85abe30a-0bfa-43ee-b8df-76897a48d217,TestListCTER1,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: erct.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,c38ce08a-bfb0-43b7-b959-70c1a61e9863,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/21/2014 4:31:22 PM,0x,61f347cf-af8d-43e8-a371-5f7c1d6e2c01,Device Channels,N/A,https://intranet.poc.com/sites/PocContosoTeamSite,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,70f9e0e7-648f-467f-a142-79a216ebd0c2,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:23:27 PM,0x,111bd37b-9505-4803-9289-3888dbb42a44,Device Channels,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,06451d57-5d80-4ba2-bf76-81b7b84426a0,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/21/2014 4:30:33 PM,0x,61051ec7-728c-4ed2-a920-3da0d8596bd1,Cache Profiles,N/A,https://intranet.poc.com/sites/PocContosoTeamSite,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,e33ec424-f501-44bf-b7ef-82a09abe988b,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/21/2014 4:30:40 PM,0x,5052fc5d-103c-42b1-8727-582f57c24b73,Long Running Operation Status,N/A,https://intranet.poc.com/sites/PocContosoTeamSite,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,659fd12d-f9c7-4cc4-b23d-86bb1ca687dc,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:22:58 PM,0x,965e833f-0d62-413a-8c89-efe9326d1226,Long Running Operation Status,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x01003A1B64148CDEFC40A1B8BCC7B44DE457,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,5fd93b5e-5055-4221-9929-86f8f99684d4,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,6/6/2016 6:27:56 AM,0x,f19b1c2d-dc92-4cdb-9e36-ee2ffdddc039,TestList1,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x010003321AFA2350B5478249E7C1C694A2A9,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,6c657b56-4826-43d4-b96a-8734103b0149,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,6/6/2016 4:40:26 AM,0x,9dcaf3fe-e4bd-47e2-a865-cdadd3316573,LTEROne,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,bc20c9be-2653-40f1-8c07-899e69b4b936,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/21/2014 4:30:42 PM,0x,24d94197-38f6-4b36-8180-bdb6581c77b4,Variation Labels,N/A,https://intranet.poc.com/sites/PocContosoTeamSite,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,77853980-764b-40db-ac99-8c2825f6da2d,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:23:00 PM,0x,91e6354f-0b63-481c-b4b6-ba23043227d9,Variation Labels,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,a7981bfb-d581-46b9-9b25-9f81d561f06e,TestEventRecveiver1ItemUpdated,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/21/2014 4:30:42 PM,0x,0eec8d81-2b23-48a1-bcca-7cf0515165be,Reusable Content,N/A,https://intranet.poc.com/sites/PocContosoTeamSite,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,47cf08ec-c0b3-4bea-ae53-a2bc9716e059,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/20/2014 9:23:05 PM,0x,c8e40b18-b7c7-4563-9d49-8f8d64b25640,Content type publishing error log,N/A,https://intranet.poc.com/sites/testPublishing,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/testPublishing
portal_content_01,N/A,0x0100323DD3DC4AEE3746B54ED6936469BADC,N/A,N/A,"YBBEST.AddEventReceiverToContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=c5b05f5168be008d",YBBEST.AddEventReceiverToContentType.ItemContentTypeEventReceiver,62092e4d-5dbd-4eaa-81a2-a316d3a37d40,,2,a7407913-0c3b-4bc7-8391-c9d3346cd09a | ybbest.addeventreceivertocontenttype.wsp,6/6/2016 9:40:22 AM,0x,2a585980-d6cc-4a78-be4e-00937e6d6125,FinalTestList,N/A,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,CT SolutionName: N/A | ER SolutionName: ybbest.addeventreceivertocontenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/DiscoveryTool
portal_content_01,N/A,0x39061DAC6CB1D846BEB9E1C3645AF5AE,N/A,N/A,"Contoso.ContentType, Version=1.0.0.0, Culture=neutral, PublicKeyToken=598e28cfa04cf2c4",Contoso.ContentType.TestEventRecveiver1.TestEventRecveiver1,ad81b662-bad5-4458-bfd3-ae310bdf6846,TestEventRecveiver1ItemAdding,2,ac1d0639-b16c-46d8-beb9-e1c3645af5ae | contoso.contenttype.wsp,10/21/2014 4:30:39 PM,0x,81fd8c05-8492-4049-9510-60ea6f5bca73,Suggested Content Browser Locations,N/A,https://intranet.poc.com/sites/PocContosoTeamSite,N/A,N/A,CT SolutionName: N/A | ER SolutionName: contoso.contenttype.wsp,From EventReceivers Table,https://intranet.poc.com/,https://intranet.poc.com/sites/PocContosoTeamSite
