ContentDatabase,FeatureId,FeatureTitle,InputWebPartFile,InputWebPartType,PageUrl,SiteCollection,SiteCollectionOwner,SolutionId,SolutionName,StorageKey,UserID,WebApplication,WebPartAssembly,WebPartClass,WebPartId,WebPartType,WebPartTypeFullName,WebUrl,ZoneID,ZoneIndex
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,pmtcustomwebparttestone.wsp,cf360c0a-a17a-4140-831f-b1a6325b6f72,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,Header,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",Pages/WPTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,pmtcustomwebparttestone.wsp,7457c52c-c2a8-4c84-bf5f-b2bd6d8a8ba4,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,Header,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,pmtcustomwebparttestone.wsp,46fed243-445a-4a4b-923e-de77d9ac78dd,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/Publishing,RightColumn,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",Pages/WPTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,pmtwebparttesttwo.wsp,183b2b88-51de-4f3f-b6dd-849a2fbaaf96,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/Publishing,CenterLeftColumn,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,pmtwebparttesttwo.wsp,d3a6c636-8459-4407-8c25-1bcb9b257540,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/Publishing,LeftColumn,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",Pages/WebPartPageTesting.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,pmtwebparttesttwo.wsp,d3a6c636-8459-4407-8c25-1bcb9b257540,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/Publishing,TopRow,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/TestWebPartIssue/TestingPageRelativeUrl.aspx,https://intranet.poc.com/sites/TestContosoPublishingSite,N/A,N/A,contoso.intranet.wsp,6bf1e630-ee9c-4a8d-9fd0-58f5e100d940,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/TestContosoPublishingSite,TopColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/sites/DemoContosoPublishing,N/A,N/A,contoso.intranet.wsp,9d07ddb7-67aa-402c-8b0a-769022a338b5,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/DemoContosoPublishing,LeftColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/sites/TestingUnghostingTool,N/A,N/A,contoso.intranet.wsp,1afd929a-97f8-46f4-9c67-aec97ec1bb05,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/TestingUnghostingTool,LeftColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,WelcomeWebPart\WelcomeWebPart.webpart,"Contoso.Intranet.SP.WebParts.WelcomeWebPart.WelcomeWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/sites/TestingUnghostingTool,N/A,N/A,contoso.intranet.wsp,03486255-5e53-470a-97c5-3a251dd12672,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.WelcomeWebPart.WelcomeWebPart,,WelcomeWebPart,Contoso.Intranet.SP.WebParts.WelcomeWebPart.WelcomeWebPart,https://intranet.poc.com/sites/TestingUnghostingTool,RightColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/sites/TestcontosopublishingsiteForTransformationUnghostTools,N/A,N/A,contoso.intranet.wsp,74282860-63b9-405d-9cd6-c1a25bf598c4,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/TestcontosopublishingsiteForTransformationUnghostTools,LeftColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/sites/GhostableContosoPublishingSite,N/A,N/A,contoso.intranet.wsp,7ecec9a4-d3b9-4e7d-91bb-7376e21463c9,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/GhostableContosoPublishingSite,LeftColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/sites/SudhaContosoPublishingSite,N/A,N/A,contoso.intranet.wsp,651c76cc-cfed-48a3-bf41-03e435e83934,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/SudhaContosoPublishingSite,LeftColumnZone,0
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/default.aspx,https://intranet.poc.com/,N/A,N/A,contoso.intranet.wsp,aab454fd-ee96-413c-ac1a-4f426f780abb,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/,CenterLeftColumn,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",SitePages/WPTest.aspx,https://intranet.poc.com/sites/dd,N/A,N/A,pmtcustomwebparttestone.wsp,3c616efb-d8be-4274-99a6-5536c26d4f16,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,g_6dfce8d1_69e8_4d0f_a526_5939896bfdb7,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/dd,wpz,0
Portal_Content_01,7dc545f5-1e25-48c9-bea2-98d81bf8fa8c,PMTWebPartTestTwo Feature1,TestWebPartOne\TestWebPartOne.webpart,"PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne, PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",SitePages/CustomSite.aspx,https://intranet.poc.com/sites/dd,N/A,N/A,pmtwebparttesttwo.wsp,69633772-8524-48b0-b9dc-63bdae210dee,,https://intranet.poc.com/,"PMTWebPartTestTwo, Version=1.0.0.0, Culture=neutral, PublicKeyToken=8e8a6d882667bbee",PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,g_0399cdab_305b_4612_8e3d_9aa8cb94dfc9,TestWebPartOne,PMTWebPartTestTwo.TestWebPartOne.TestWebPartOne,https://intranet.poc.com/sites/dd,wpz,0
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",SitePages/MyPersonalizedPage.aspx,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,pmtcustomwebparttestone.wsp,eb35edb9-92ae-45a1-80f7-0801f295d580,17,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/DiscoveryTool,LeftColumn,1
Portal_Content_01,3d1fc365-fdc7-4d94-92e2-3d85e95a2bee,PMTCustomWebPartTEstOne Feature1,PMTvisualWebPartTestOne\PMTvisualWebPartTestOne.webpart,"PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne, PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",SitePages/WebPartTrial.aspx,https://intranet.poc.com/sites/DiscoveryTool,N/A,N/A,pmtcustomwebparttestone.wsp,eef5c064-c968-43db-98e8-12176b5cf74d,,https://intranet.poc.com/,"PMTCustomWebPartTEstOne, Version=1.0.0.0, Culture=neutral, PublicKeyToken=9779fdceccb54087",PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,g_ff57a457_ddc2_44f5_ad80_cc644be336d3,PMTvisualWebPartTestOne,PMTCustomWebPartTEstOne.PMTvisualWebPartTestOne.PMTvisualWebPartTestOne,https://intranet.poc.com/sites/DiscoveryTool,wpz,1
Portal_Content_01,7e2ab32f-6903-44b9-affc-8f31360bfbbb,Contoso.Intranet - Site Default Publishing,TeaserWebPart\TeaserWebPart.webpart,"Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart, Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Pages/home.aspx,https://intranet.poc.com/sites/TestContosoPublishingSite,N/A,N/A,contoso.intranet.wsp,aca0ddb2-4a0d-4927-adf9-60af18a4a4e4,,https://intranet.poc.com/,"Contoso.Intranet, Version=1.0.0.0, Culture=neutral, PublicKeyToken=f2aa8abe3fc008cb",Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,g_9079b90e_6642_42fc_9c0d_2fcc3abcf370,TeaserWebPart,Contoso.Intranet.SP.WebParts.TeaserWebPart.TeaserWebPart,https://intranet.poc.com/sites/TestContosoPublishingSite/asdfasdf,wpz,1
Portal_Content_01,75bd038f-1356-4aa8-b1c4-e923feac2c48,FTCVisualWebPart Feature1,VisualWebPart1\VisualWebPart1.webpart,"FTCVisualWebPart.VisualWebPart1.VisualWebPart1, FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",Pages/CheckWebPart.aspx,https://intranet.poc.com/sites/Publishing,N/A,N/A,ftcvisualwebpart.wsp,4225bb0f-361c-4605-83d1-56511b486b64,,https://intranet.poc.com/,"FTCVisualWebPart, Version=1.0.0.0, Culture=neutral, PublicKeyToken=36e955e0dbb3bb8f",FTCVisualWebPart.VisualWebPart1.VisualWebPart1,g_b1f6c42e_9fbe_4f60_8515_be5b217eca1f,VisualWebPart1,FTCVisualWebPart.VisualWebPart1.VisualWebPart1,https://intranet.poc.com/sites/Publishing,wpz,4
